x,y
0.4,0.0
0.3923141121612922,0.04877258050403206
0.36955181300451473,0.09567085809127245
0.3325878449210181,0.13889255825490054
0.28284271247461906,0.17677669529663687
0.22222809320784093,0.2078674030756363
0.15307337294603596,0.23096988312782168
0.07803612880645133,0.2451963201008076
2.4492935982947065e-17,0.25
-0.07803612880645128,0.23084569138711675
-0.1530733729460359,0.20445337883332618
-0.2222280932078408,0.1732219206064631
-0.282842712474619,0.1392766952966369
-0.33258784492101817,0.1042470757857273
-0.36955181300451473,0.06915435379677692
-0.3923141121612922,0.03442195179034126
-0.4,2.143131898507868e-17
-0.3923141121612922,-0.034421951790341215
-0.3695518130045148,-0.06915435379677688
-0.3325878449210182,-0.10424707578572726
-0.28284271247461906,-0.13927669529663686
-0.22222809320784087,-0.17322192060646305
-0.15307337294603615,-0.20445337883332607
-0.07803612880645147,-0.2308456913871167
-7.347880794884119e-17,-0.25
0.07803612880645133,-0.2451963201008076
0.153073372946036,-0.23096988312782166
0.22222809320784076,-0.20786740307563636
0.28284271247461895,-0.17677669529663692
0.3325878449210181,-0.13889255825490054
0.3695518130045146,-0.0956708580912726
0.39231411216129214,-0.04877258050403218
0.4,0.0
