x,y
0.3234323432343234,0.17128027681660896
0.3201320132013201,0.17128027681660896
0.3168316831683168,0.17128027681660896
0.3151815181518151,0.17301038062283736
0.3135313531353135,0.17474048442906576
0.3102310231023102,0.17474048442906576
0.3069306930693069,0.17474048442906576
0.3036303630363036,0.17474048442906576
0.3003300330033003,0.17474048442906576
0.297029702970297,0.17474048442906576
0.2937293729372937,0.17474048442906576
0.2904290429042904,0.17474048442906576
0.2871287128712871,0.17474048442906576
0.2838283828382838,0.17474048442906576
0.2805280528052805,0.17474048442906576
0.2772277227722772,0.17474048442906576
0.2739273927392739,0.17474048442906576
0.2706270627062706,0.17474048442906576
0.2673267326732673,0.17474048442906576
0.264026402640264,0.17474048442906576
0.2607260726072607,0.17474048442906576
0.2574257425742574,0.17474048442906576
0.2541254125412541,0.17474048442906576
0.2524752475247525,0.17647058823529416
0.2524752475247525,0.17993079584775085
0.2524752475247525,0.18339100346020765
0.2524752475247525,0.18685121107266434
0.2524752475247525,0.19031141868512114
0.2541254125412541,0.19204152249134943
0.2557755775577557,0.19377162629757783
0.2557755775577557,0.19723183391003463
0.2574257425742574,0.19896193771626303
0.2590759075907591,0.20069204152249132
0.2607260726072607,0.20242214532871972
0.2623762376237624,0.20415224913494812
0.264026402640264,0.20588235294117652
0.2656765676567656,0.2076124567474048
0.2673267326732673,0.2093425605536332
0.2706270627062706,0.2093425605536332
0.2722772277227723,0.2110726643598616
0.2739273927392739,0.21280276816609
0.2772277227722772,0.21280276816609
0.2788778877887788,0.2145328719723183
0.2805280528052805,0.2162629757785467
0.2838283828382838,0.2162629757785467
0.2871287128712871,0.2162629757785467
0.2887788778877888,0.2179930795847751
0.2904290429042904,0.2197231833910035
0.2937293729372937,0.2197231833910035
0.297029702970297,0.2197231833910035
0.2986798679867987,0.22145328719723179
0.3003300330033003,0.22318339100346019
0.3036303630363036,0.22318339100346019
0.3052805280528052,0.22491349480968859
0.3052805280528052,0.22837370242214527
0.3052805280528052,0.23183391003460208
0.3069306930693069,0.23356401384083048
0.3085808580858086,0.23529411764705888
0.3085808580858086,0.23875432525951557
0.3102310231023102,0.24048442906574397
0.3118811881188119,0.24221453287197237
0.3118811881188119,0.24567474048442905
0.3118811881188119,0.24913494809688586
0.3118811881188119,0.25259515570934254
0.3118811881188119,0.25605536332179935
0.3118811881188119,0.25951557093425603
0.3118811881188119,0.26297577854671284
0.3118811881188119,0.2664359861591695
0.3102310231023102,0.2681660899653979
0.3085808580858086,0.2698961937716263
0.3069306930693069,0.2716262975778547
0.3052805280528052,0.273356401384083
0.3036303630363036,0.2750865051903114
0.3019801980198019,0.2768166089965398
0.3003300330033003,0.2785467128027682
0.297029702970297,0.2785467128027682
0.2937293729372937,0.2785467128027682
0.2904290429042904,0.2785467128027682
0.2887788778877888,0.2802768166089965
0.2871287128712871,0.2820069204152249
0.2838283828382838,0.2820069204152249
0.2805280528052805,0.2820069204152249
0.2788778877887788,0.2837370242214533
0.2772277227722772,0.2854671280276817
0.2739273927392739,0.2854671280276817
0.2706270627062706,0.2854671280276817
0.2673267326732673,0.2854671280276817
0.2656765676567656,0.28719723183391
0.264026402640264,0.2889273356401384
0.2623762376237624,0.2906574394463668
0.2607260726072607,0.2923875432525952
0.2574257425742574,0.2923875432525952
0.2557755775577557,0.2941176470588235
0.2541254125412541,0.2958477508650519
0.2524752475247525,0.2975778546712803
0.2508250825082508,0.2993079584775087
0.2475247524752475,0.2993079584775087
0.2458745874587458,0.301038062283737
0.2442244224422442,0.3027681660899654
0.2425742574257425,0.3044982698961938
0.2409240924092409,0.3062283737024222
0.2392739273927392,0.3079584775086506
0.2376237623762376,0.30968858131487886
0.2359735973597359,0.31141868512110726
0.2343234323432343,0.31314878892733566
0.2326732673267326,0.31487889273356406
0.231023102310231,0.31660899653979235
0.2293729372937293,0.31833910034602075
0.2277227722772277,0.32006920415224915
0.226072607260726,0.32179930795847755
0.2244224422442244,0.32352941176470584
0.2227722772277227,0.32525951557093424
0.2211221122112211,0.32698961937716264
0.2194719471947194,0.32871972318339104
0.2178217821782178,0.33044982698961933
0.2161716171617161,0.33217993079584773
0.2145214521452145,0.33391003460207613
0.2128712871287128,0.33564013840830453
0.2128712871287128,0.3391003460207612
0.2112211221122112,0.3408304498269896
0.2095709570957095,0.342560553633218
0.2095709570957095,0.3460207612456747
0.2079207920792079,0.3477508650519031
0.2062706270627062,0.3494809688581315
0.2046204620462046,0.3512110726643599
0.2029702970297029,0.3529411764705882
0.2013201320132013,0.3546712802768166
0.1996699669966996,0.356401384083045
0.1996699669966996,0.3598615916955017
0.198019801980198,0.3615916955017301
0.1963696369636963,0.3633217993079585
0.1963696369636963,0.3667820069204152
0.1947194719471947,0.3685121107266436
0.193069306930693,0.370242214532872
0.193069306930693,0.37370242214532867
0.1914191419141914,0.3754325259515571
0.1897689768976897,0.3771626297577855
0.1897689768976897,0.38062283737024216
0.1897689768976897,0.38408304498269896
0.1897689768976897,0.38754325259515576
0.1881188118811881,0.38927335640138405
0.1864686468646864,0.39100346020761245
0.1864686468646864,0.39446366782006925
0.1848184818481848,0.39619377162629754
0.1831683168316831,0.39792387543252594
0.1831683168316831,0.40138408304498274
0.1831683168316831,0.40484429065743943
0.1815181518151815,0.40657439446366783
0.1798679867986798,0.40830449826989623
